Timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
20210520003230,909,857,999,-2,1126,1233,324,216,1560,807
20210520003230,909,857,999,-2,1126,1233,324,216,1560,807
20210520003231,703,1831,918,998,-1,53,163,135.5,379,243.5
20210520003231,703,1831,918,998,-1,53,163,135.5,379,243.5
20210520003330,374,1125,536,644,1394,1501,969,0,1827,941
20210520003330,374,1125,536,644,1394,1501,969,0,1827,941
20210520003431,909,1284,-1,107,1554,1661,379,243.5,1987,0
20210520003431,909,1284,-1,107,1554,1661,379,243.5,1987,0
20210520003530,320,1444,535,642,1767,1874,914,500,0,54
20210520003530,320,1444,535,642,1767,1874,914,500,0,54
20210520003630,908,1658,-1,52,1928,1998,377,242.5,216,135.5
20210520003630,908,1658,-1,52,1928,1998,377,242.5,216,135.5
20210520003730,321,1816,536,643,-1,52,916,500,378,243
20210520003730,321,1816,536,643,-1,52,916,500,378,243
20210520003830,855,1977,-1,51,160,267,377,215.5,540,324
20210520003830,855,1977,-1,51,160,267,377,215.5,540,324
20210520003930,321,54,482,589,323,430,915,500,756,405
20210520003930,321,54,482,589,323,430,915,500,756,405
20210520004030,855,215,-1,51,539,592,324,216,917,512.5
20210520004030,855,215,-1,51,539,592,324,216,917,512.5
20210520004130,321,375,482,590,699,806,915,500,1079,593.5
20210520004130,321,375,482,590,699,806,915,500,1079,593.5
20210520004230,855,590,-1,-2,859,966,323,215.5,1292,700
20210520004230,855,590,-1,-2,859,966,323,215.5,1292,700
20210520004330,267,749,482,589,1072,1179,862,485,1452,780
20210520004330,267,749,482,589,1072,1179,862,485,1452,780
20210520004430,855,963,999,-2,1233,1340,324,216,1666,860
20210520004430,855,963,999,-2,1233,1340,324,216,1666,860
20210520004530,267,1124,483,590,1447,1554,863,485.5,1827,967
20210520004530,267,1124,483,590,1447,1554,863,485.5,1827,967
20210520004630,855,1337,999,-2,1606,1713,324,215.5,2000,0
20210520004630,855,1337,999,-2,1606,1713,324,215.5,2000,0
20210520004730,267,1497,483,590,1819,1873,862,485,53,80.5
20210520004730,267,1497,483,590,1819,1873,862,485,53,80.5
20210520004830,854,1656,999,-2,1979,-2,324,216,216,162
20210520004830,854,1656,999,-2,1979,-2,324,216,216,162
20210520004930,267,1871,483,536,-1,106,862,485,432,270
20210520004930,267,1871,483,536,-1,106,862,485,432,270
20210520005030,801,2000,999,-2,214,322,272,190,595,351.5
20210520005030,801,2000,999,-2,214,322,272,190,595,351.5
20210520005130,267,108,483,537,379,486,863,485.5,812,433.5
20210520005130,267,108,483,537,379,486,863,485.5,812,433.5
20210520005230,802,269,999,-2,592,646,271,189,971,539.5
20210520005230,802,269,999,-2,592,646,271,189,971,539.5
20210520005330,267,483,429,537,752,859,862,485,1132,620
20210520005330,267,483,429,537,752,859,862,485,1132,620
20210520005430,800,642,999,-2,965,1018,270,189,1344,726
20210520005430,800,642,999,-2,965,1018,270,189,1344,726
20210520005531,320,910,535,642,1233,1340,914,500,1612,860
20210520005531,320,910,535,642,1233,1340,914,500,1612,860
20210520005630,855,1017,999,-2,1286,1393,269,188.5,1719,913.5
20210520005630,855,1017,999,-2,1286,1393,269,188.5,1719,913.5
20210520005731,321,1283,536,643,1606,1713,916,500,1986,0
20210520005731,321,1283,536,643,1606,1713,916,500,1986,0
20210520005830,855,1390,999,-2,1660,1767,269,188.5,0,27
20210520005830,855,1390,999,-2,1660,1767,269,188.5,0,27
20210520005931,321,1657,535,642,1979,-2,916,500,216,162
20210520005931,321,1657,535,642,1979,-2,916,500,216,162
20210520010030,855,1764,999,-2,1999,-2,269,188.5,324,216
20210520010030,855,1764,999,-2,1999,-2,269,188.5,324,216
20210520010131,320,2000,535,642,215,269,915,500,595,351.5
20210520010131,320,2000,535,642,215,269,915,500,595,351.5
20210520010230,854,53,-1,52,376,483,378,216,755,431.5
20210520010230,854,53,-1,52,376,483,378,216,755,431.5
20210520010330,267,162,429,536,431,538,808,458,864,486
20210520010330,267,162,429,536,431,538,808,458,864,486
20210520010431,855,429,-1,51,751,858,324,216,1131,619.5
20210520010431,855,429,-1,51,751,858,324,216,1131,619.5
20210520010530,267,535,429,482,805,912,809,458,1238,646.5
20210520010530,267,535,429,482,805,912,809,458,1238,646.5
20210520010531,54,1510,270,377,1833,1940,649,379,54,80.5
20210520010531,54,1510,270,377,1833,1940,649,379,54,80.5
20210520010631,854,803,-1,-2,1072,1179,324,216,1505,806.5
20210520010631,854,803,-1,-2,1072,1179,324,216,1505,806.5
20210520010730,268,962,482,589,1285,1339,862,485,1665,886.5
20210520010730,268,962,482,589,1285,1339,862,485,1665,886.5
20210520010830,800,1069,908,998,1338,1445,216,161.5,1771,912.5
20210520010830,800,1069,908,998,1338,1445,216,161.5,1771,912.5
20210520010831,594,2000,810,917,215,269,53,80.5,595,351.5
20210520010831,594,2000,810,917,215,269,53,80.5,595,351.5
20210520010930,267,1337,483,536,1608,1715,863,485.5,2000,0
20210520010930,267,1337,483,536,1608,1715,863,485.5,2000,0
20210520011030,801,1496,999,-2,1819,1873,271,189.5,54,80.5
20210520011030,801,1496,999,-2,1819,1873,271,189.5,54,80.5
20210520011130,214,1658,429,536,1981,-2,862,458.5,217,162.5
20210520011130,214,1658,429,536,1981,-2,862,458.5,217,162.5
20210520011230,800,1870,999,-2,-1,106,271,189.5,432,270
20210520011230,800,1870,999,-2,-1,106,271,189.5,432,270
20210520011330,214,2000,430,537,215,322,864,459,595,351.5
20210520011330,214,2000,430,537,215,322,864,459,595,351.5
20210520011430,801,108,999,-2,378,485,271,189.5,811,459.5
20210520011430,801,108,999,-2,378,485,271,189.5,811,459.5
20210520011530,214,269,429,535,591,698,808,458,971,539.5
20210520011530,214,269,429,535,591,698,808,458,971,539.5
20210520011630,802,483,963,-2,753,860,269,188.5,1185,620
20210520011630,802,483,963,-2,753,860,269,188.5,1185,620
20210520011730,214,643,429,536,913,1020,809,458.5,1346,727
20210520011730,214,643,429,536,913,1020,809,458.5,1346,727
20210520011830,747,802,963,-2,1125,1232,270,162,1505,806.5
20210520011830,747,802,963,-2,1125,1232,270,162,1505,806.5
20210520011930,214,1016,430,484,1287,1394,810,459,1720,887.5
20210520011930,214,1016,430,484,1287,1394,810,459,1720,887.5
20210520012030,748,1176,963,-2,1499,1552,217,162.5,1878,993
20210520012030,748,1176,963,-2,1499,1552,217,162.5,1878,993
20210520012130,214,1391,375,482,1661,1767,808,458,0,0
20210520012130,214,1391,375,482,1661,1767,808,458,0,0
20210520012230,748,1551,963,-2,1820,1928,217,162,108,108
20210520012230,748,1551,963,-2,1820,1928,217,162,108,108
20210520012330,161,1711,376,483,1999,-2,809,432,271,189.5
20210520012330,161,1711,376,483,1999,-2,809,432,271,189.5
20210520012430,747,1923,962,-2,54,161,216,162,487,297.5
20210520012430,747,1923,962,-2,54,161,216,162,487,297.5
20210520012530,161,0,376,483,269,376,756,432,649,378.5
20210520012530,161,0,376,483,269,376,756,432,649,378.5
20210520012630,748,162,910,998,432,539,216,162,811,459.5
20210520012630,748,162,910,998,432,539,216,162,811,459.5
20210520012730,160,322,375,482,645,699,755,431.5,1025,566.5
20210520012730,160,322,375,482,645,699,755,431.5,1025,566.5
20210520012830,748,483,910,998,806,913,216,135,1186,646.5
20210520012830,748,483,910,998,806,913,216,135,1186,646.5
20210520012831,594,1509,808,915,1777,1884,54,81,54,81
20210520012930,214,696,322,430,965,1072,755,431.5,1398,726.5
20210520012930,214,696,322,430,965,1072,755,431.5,1398,726.5
20210520012931,0,1670,216,323,1993,-2,595,352,216,162
20210520012931,0,1670,216,323,1993,-2,595,352,216,162
20210520013030,749,858,857,964,1127,1234,161,134.5,1560,807
20210520013030,749,858,857,964,1127,1234,161,134.5,1560,807
20210520013031,539,1832,755,862,-1,107,0,54,380,244
20210520013031,539,1832,755,862,-1,107,0,54,380,244
20210520013130,161,1016,322,376,1285,1392,701,404.5,1718,913
20210520013130,161,1016,322,376,1285,1392,701,404.5,1718,913
20210520013231,748,1283,963,-2,1606,1713,216,162,1986,0
20210520013231,748,1283,963,-2,1606,1713,216,162,1986,0
20210520013330,160,1389,322,430,1659,1766,702,405,0,26.5
20210520013330,160,1389,322,430,1659,1766,702,405,0,26.5
20210520013431,748,1657,963,-2,1980,1998,216,161.5,215,161.5
20210520013431,748,1657,963,-2,1980,1998,216,161.5,215,161.5
20210520013530,160,1764,268,375,1999,-2,700,404,271,189.5
20210520013530,160,1764,268,375,1999,-2,700,404,271,189.5
20210520013531,0,596,162,269,919,973,542,324.5,1298,703
20210520013531,0,596,162,269,919,973,542,324.5,1298,703
20210520013630,694,1924,856,910,53,160,108,108,486,297
20210520013630,694,1924,856,910,53,160,108,108,486,297
20210520013731,161,54,376,483,376,430,755,431.5,756,432
20210520013731,161,54,376,483,376,430,755,431.5,756,432
20210520013830,694,215,909,998,538,645,216,135.5,918,513
20210520013830,694,215,909,998,538,645,216,135.5,918,513
20210520013931,160,429,375,482,699,806,755,431.5,1132,620
20210520013931,160,429,375,482,699,806,755,431.5,1132,620
20210520014030,695,589,910,998,912,1018,215,135,1291,699.5
20210520014030,695,589,910,998,912,1018,215,135,1291,699.5
20210520014131,160,802,375,482,1072,1179,755,431.5,1505,806.5
20210520014131,160,802,375,482,1072,1179,755,431.5,1505,806.5
20210520014230,694,962,909,998,1285,1393,163,135.5,1666,887
20210520014230,694,962,909,998,1285,1393,163,135.5,1666,887
20210520014330,161,1177,323,430,1447,1554,756,432,1880,967.5
20210520014330,161,1177,323,430,1447,1554,756,432,1880,967.5
20210520014430,695,1337,910,998,1661,1714,163,135,2000,0
20210520014430,695,1337,910,998,1661,1714,163,135,2000,0
20210520014530,161,1495,323,429,1818,1925,755,405,54,81
20210520014530,161,1495,323,429,1818,1925,755,405,54,81
20210520014630,695,1710,910,964,1980,-2,161,134.5,269,162
20210520014630,695,1710,910,964,1980,-2,161,134.5,269,162
20210520014730,108,1872,323,429,52,159,702,405,432,270
20210520014730,108,1872,323,429,52,159,702,405,432,270
20210520014830,695,0,856,963,215,322,162,135,595,351.5
20210520014830,695,0,856,963,215,322,162,135,595,351.5
20210520014930,108,108,323,376,378,484,702,405,810,459
20210520014930,108,108,323,376,378,484,702,405,810,459
20210520015030,640,268,855,962,591,698,108,108,971,539.5
20210520015030,640,268,855,962,591,698,108,108,971,539.5
20210520015130,107,429,269,376,752,859,702,405,1131,619.5
20210520015130,107,429,269,376,752,859,702,405,1131,619.5
20210520015230,642,643,857,964,913,1020,108,108,1345,726.5
20210520015230,642,643,857,964,913,1020,108,108,1345,726.5
20210520015330,54,802,269,376,1125,1233,649,378.5,1505,806.5
20210520015330,54,802,269,376,1125,1233,649,378.5,1505,806.5
20210520015430,642,1017,804,911,1287,1394,107,107.5,1719,887
20210520015430,642,1017,804,911,1287,1394,107,107.5,1719,887
20210520015530,54,1176,269,376,1499,1552,649,378.5,1878,993
20210520015530,54,1176,269,376,1499,1552,649,378.5,1878,993
20210520015630,587,1338,802,909,1660,1767,108,81.5,2000,0
20210520015630,587,1338,802,909,1660,1767,108,81.5,2000,0
20210520015730,54,1550,215,323,1820,1927,648,378,109,81.5
20210520015730,54,1550,215,323,1820,1927,648,378,109,81.5
20210520015830,587,1710,802,909,1999,-2,54,81,270,189
20210520015830,587,1710,802,909,1999,-2,54,81,270,189
20210520015930,0,1870,215,322,52,159,649,351.5,432,270
20210520015930,0,1870,215,322,52,159,649,351.5,432,270
20210520020030,588,0,803,856,215,322,53,80.5,649,351.5
20210520020030,588,0,803,856,215,322,53,80.5,649,351.5
20210520020130,0,108,215,323,432,485,595,351.5,811,459.5
20210520020130,0,108,215,323,432,485,595,351.5,811,459.5
20210520020231,642,376,857,964,699,805,162,108,1078,593
20210520020231,642,376,857,964,699,805,162,108,1078,593
20210520020330,54,483,216,269,753,860,596,351.5,1185,646.5
20210520020330,54,483,216,269,753,860,596,351.5,1185,646.5
20210520020430,588,643,750,857,966,1074,0,54,1347,727.5
20210520020430,588,643,750,857,966,1074,0,54,1347,727.5
20210520020530,55,857,217,270,1127,1234,596,352,1560,807.5
20210520020530,55,857,217,270,1127,1234,596,352,1560,807.5
20210520020531,975,1832,53,160,-1,106,432,270,378,243
20210520020531,975,1832,53,160,-1,106,432,270,378,243
20210520020630,588,1016,749,856,1286,1393,0,54,1719,913.5
20210520020630,588,1016,749,856,1286,1393,0,54,1719,913.5
20210520020731,54,1282,268,375,1605,1712,648,378,1985,0
20210520020731,54,1282,268,375,1605,1712,648,378,1985,0
20210520020830,589,1390,750,803,1660,1767,0,54,0,0
20210520020830,589,1390,750,803,1660,1767,0,54,0,0
20210520020831,377,216,593,700,539,646,973,0,919,513.5
20210520020831,377,216,593,700,539,646,973,0,919,513.5
20210520020930,0,1550,162,216,1820,1927,542,325,108,108
20210520020930,0,1550,162,216,1820,1927,542,325,108,108
20210520021031,587,1817,802,909,-1,52,53,80.5,378,243
20210520021031,587,1817,802,909,-1,52,53,80.5,378,243
20210520021130,0,1925,108,215,53,159,540,324,485,270
20210520021130,0,1925,108,215,53,159,540,324,485,270
20210520021131,973,756,-1,106,1080,1134,379,243.5,1459,783.5
20210520021131,973,756,-1,106,1080,1134,379,243.5,1459,783.5
20210520021230,536,0,644,751,215,322,0,26.5,647,351
20210520021230,536,0,644,751,215,322,0,26.5,647,351
20210520021231,378,919,540,647,1242,1350,920,500,1622,865
20210520021231,378,919,540,647,1242,1350,920,500,1622,865
20210520021330,0,215,162,269,485,592,595,351.5,918,486
20210520021330,0,215,162,269,485,592,595,351.5,918,486
20210520021431,535,376,750,857,699,752,0,54,1078,593
20210520021431,535,376,750,857,699,752,0,54,1078,593
20210520021530,0,535,161,268,858,964,594,324,1237,672.5
20210520021530,0,535,161,268,858,964,594,324,1237,672.5
20210520021630,535,750,697,803,1019,1126,0,54,1452,753
20210520021630,535,750,697,803,1019,1126,0,54,1452,753
20210520021730,0,909,160,267,1232,1286,540,324,1612,860
20210520021730,0,909,160,267,1232,1286,540,324,1612,860
20210520021830,536,1070,697,804,1393,1500,0,54.5,1773,940.5
20210520021830,536,1070,697,804,1393,1500,0,54.5,1773,940.5
20210520021931,0,1284,161,214,1554,1660,540,324,1986,0
20210520021931,0,1284,161,214,1554,1660,540,324,1986,0
20210520022030,481,1445,697,803,1768,1875,0,27.5,0,54
20210520022030,481,1445,697,803,1768,1875,0,27.5,0,54
20210520022130,0,1655,108,215,1924,1998,541,324.5,216,135.5
20210520022130,0,1655,108,215,1924,1998,541,324.5,216,135.5
20210520022230,481,1817,696,802,-1,53,0,26.5,379,243.5
20210520022230,481,1817,696,802,-1,53,0,26.5,379,243.5
20210520022330,0,2000,107,215,161,267,540,324,593,324
20210520022330,0,2000,107,215,161,267,540,324,593,324
20210520022430,480,54,696,802,377,430,0,26.5,756,432
20210520022430,480,54,696,802,377,430,0,26.5,756,432
20210520022530,0,216,107,213,538,645,539,324,918,513.5
20210520022530,0,216,107,213,538,645,539,324,918,513.5
20210520022630,481,429,696,804,699,807,0,26.5,1132,620
20210520022630,481,429,696,804,699,807,0,26.5,1132,620
20210520022730,1000,588,107,214,911,1018,486,297,1290,698.5
20210520022730,1000,588,107,214,911,1018,486,297,1290,698.5
20210520022830,481,803,696,749,1073,1179,0,26.5,1505,780
20210520022830,481,803,696,749,1073,1179,0,26.5,1505,780
20210520022930,1000,962,107,214,1285,1339,487,297.5,1665,886.5
20210520022930,1000,962,107,214,1285,1339,487,297.5,1665,886.5
20210520023030,427,1123,642,749,1446,1553,0,0,1826,967
20210520023030,427,1123,642,749,1446,1553,0,0,1826,967
20210520023130,1000,1337,107,215,1607,1714,487,297.5,2000,0
20210520023130,1000,1337,107,215,1607,1714,487,297.5,2000,0
20210520023230,427,1496,643,749,1818,1926,1000,0,53,80.5
20210520023230,427,1496,643,749,1818,1926,1000,0,53,80.5
20210520023330,1000,1712,53,160,1981,-2,486,297,270,162
20210520023330,1000,1712,53,160,1981,-2,486,297,270,162
20210520023430,426,1871,642,749,52,106,1000,0,432,269.5
20210520023430,426,1871,642,749,52,106,1000,0,432,269.5
20210520023530,1000,2000,52,159,215,322,485,296.5,595,351.5
20210520023530,1000,2000,52,159,215,322,485,296.5,595,351.5
20210520023630,480,109,642,749,432,486,1000,0,812,460
20210520023630,480,109,642,749,432,486,1000,0,812,460
20210520023731,0,376,161,267,698,805,540,324,1078,593
20210520023731,0,376,161,267,698,805,540,324,1078,593
20210520023830,482,482,643,697,752,859,1000,0,1184,646.5
20210520023830,482,482,643,697,752,859,1000,0,1184,646.5
20210520023931,0,749,161,267,1071,1178,540,324,1451,779.5
20210520023931,0,749,161,267,1071,1178,540,324,1451,779.5
20210520024030,480,856,641,695,1125,1232,1000,0,1558,833.5
20210520024030,480,856,641,695,1125,1232,1000,0,1558,833.5
20210520024131,0,1123,161,267,1445,1552,540,324,1825,966.5
20210520024131,0,1123,161,267,1445,1552,540,324,1825,966.5
20210520024230,481,1230,589,696,1499,1606,1000,0,1932,993
20210520024230,481,1230,589,696,1499,1606,1000,0,1932,993
20210520024231,325,54,487,593,377,485,867,487.5,758,433
20210520024231,325,54,487,593,377,485,867,487.5,758,433
20210520024331,0,1496,160,267,1766,1873,540,324,54,81
20210520024331,0,1496,160,267,1766,1873,540,324,54,81
20210520024431,481,1656,695,802,1979,-2,0,26.5,216,162
20210520024431,481,1656,695,802,1979,-2,0,26.5,216,162
20210520024530,1000,1764,53,106,1999,-2,432,270,324,216
20210520024530,1000,1764,53,106,1999,-2,432,270,324,216
20210520024631,481,2000,696,803,215,269,0,27,595,351.5
20210520024631,481,2000,696,803,215,269,0,27,595,351.5
20210520024730,0,107,160,214,377,484,540,324,810,432.5
20210520024730,0,107,160,214,377,484,540,324,810,432.5
20210520024831,481,268,696,803,591,644,0,26.5,970,539
20210520024831,481,268,696,803,591,644,0,26.5,970,539
20210520024930,1000,429,107,214,752,859,540,297,1131,619.5
20210520024930,1000,429,107,214,752,859,540,297,1131,619.5
20210520025031,482,643,697,804,912,1019,0,26.5,1345,726.5
20210520025031,482,643,697,804,912,1019,0,26.5,1345,726.5
20210520025130,1000,802,106,213,1124,1231,539,296.5,1504,806
20210520025130,1000,802,106,213,1124,1231,539,296.5,1504,806
20210520025230,482,1017,697,804,1286,1393,0,26.5,1719,913.5
20210520025230,482,1017,697,804,1286,1393,0,26.5,1719,913.5
20210520025330,1000,1176,107,214,1499,1606,486,297.5,1879,993.5
20210520025330,1000,1176,107,214,1499,1606,486,297.5,1879,993.5
20210520025430,480,1390,642,749,1660,1767,0,27,0,0
20210520025430,480,1390,642,749,1660,1767,0,27,0,0
20210520025530,1000,1550,107,214,1873,1927,487,297.5,108,108
20210520025530,1000,1550,107,214,1873,1927,487,297.5,108,108
20210520025630,427,1710,642,749,1999,-2,0,0,272,190
20210520025630,427,1710,642,749,1999,-2,0,0,272,190
20210520025730,1000,1923,107,215,54,161,488,298,487,297.5
20210520025730,1000,1923,107,215,54,161,488,298,487,297.5
20210520025830,427,0,642,749,268,375,0,0,648,378
20210520025830,427,0,642,749,268,375,0,0,648,378
20210520025930,1000,162,107,160,432,538,486,297,864,486
20210520025930,1000,162,107,160,432,538,486,297,864,486
20210520030030,426,322,642,749,645,752,1000,0,1025,566.5
20210520030030,426,322,642,749,645,752,1000,0,1025,566.5
20210520030130,1000,483,53,159,806,913,485,297,1186,647
20210520030130,1000,483,53,159,806,913,485,297,1186,647
20210520030230,427,697,643,750,967,1074,1000,0,1399,753.5
20210520030230,427,697,643,750,967,1074,1000,0,1399,753.5
20210520030330,1000,856,53,160,1180,1286,486,270,1559,833.5
20210520030330,1000,856,53,160,1180,1286,486,270,1559,833.5
20210520030430,427,1069,643,696,1339,1445,1000,0,1771,939.5
20210520030430,427,1069,643,696,1339,1445,1000,0,1771,939.5
20210520030530,962,1232,53,160,1555,1608,432,270,1934,1000
20210520030530,962,1232,53,160,1555,1608,432,270,1934,1000
20210520030630,428,1390,590,697,1713,1819,1000,0,0,26.5
20210520030630,428,1390,590,697,1713,1819,1000,0,0,26.5
20210520030730,962,1605,52,159,1927,1981,432,270,161,134.5
20210520030730,962,1605,52,159,1927,1981,432,270,161,134.5
20210520030830,373,1763,588,695,-1,51,968,0,324,216
20210520030830,373,1763,588,695,-1,51,968,0,324,216
20210520030930,960,1977,-1,106,107,214,432,270,540,297.5
20210520030930,960,1977,-1,106,107,214,432,270,540,297.5
20210520031030,429,0,591,698,324,377,971,0,703,405.5
20210520031030,429,0,591,698,324,377,971,0,703,405.5
20210520031131,1000,269,107,214,591,698,539,297,971,539.5
20210520031131,1000,269,107,214,591,698,539,297,971,539.5
20210520031230,428,376,590,697,646,754,970,0,1079,594
20210520031230,428,376,590,697,646,754,970,0,1079,594
20210520031331,1000,643,107,214,966,1073,486,297.5,1346,727
20210520031331,1000,643,107,214,966,1073,486,297.5,1346,727
20210520031430,429,750,537,644,1020,1126,969,0,1453,754
20210520031430,429,750,537,644,1020,1126,969,0,1453,754
20210520031431,271,1724,433,540,1999,-2,812,460.5,271,189
20210520031431,271,1724,433,540,1999,-2,812,460.5,271,189
20210520031530,963,910,-1,106,1233,1287,379,243.5,1613,860.5
20210520031530,963,910,-1,106,1233,1287,379,243.5,1613,860.5
20210520031630,429,1124,537,644,1393,1500,970,0,1826,940.5
20210520031630,429,1124,537,644,1393,1500,970,0,1826,940.5
20210520031631,269,0,431,538,269,323,811,459.5,649,378.5
20210520031631,269,0,431,538,269,323,811,459.5,649,378.5
20210520031730,963,1284,-1,52,1555,1661,377,242.5,1987,1000
20210520031730,963,1284,-1,52,1555,1661,377,242.5,1987,1000
20210520031731,810,108,972,-2,432,539,216,162,811,459.5
20210520031731,810,108,972,-2,432,539,216,162,811,459.5
20210520031830,374,1442,536,644,1713,1820,916,500,0,54
20210520031830,374,1442,536,644,1713,1820,916,500,0,54
20210520031931,962,1710,52,159,1999,-2,433,270.5,270,188.5
20210520031931,962,1710,52,159,1999,-2,433,270.5,270,188.5
20210520032030,374,1868,589,696,53,160,1000,0,432,270
20210520032030,374,1868,589,696,53,160,1000,0,432,270
20210520032131,961,0,53,160,216,323,433,270.5,649,378.5
20210520032131,961,0,53,160,216,323,433,270.5,649,378.5
20210520032230,373,54,481,588,324,431,914,500,757,406
20210520032230,373,54,481,588,324,431,914,500,757,406
20210520032231,217,1029,379,486,1352,1405,759,433.5,1732,919.5
20210520032231,217,1029,379,486,1352,1405,759,433.5,1732,919.5
20210520032330,961,322,-1,106,645,752,432,270,1024,566
20210520032330,961,322,-1,106,645,752,432,270,1024,566
20210520032431,374,536,589,696,805,912,968,0,1238,673
20210520032431,374,536,589,696,805,912,968,0,1238,673
20210520032530,908,696,-1,105,1018,1125,431,243,1398,753
20210520032530,908,696,-1,105,1018,1125,431,243,1398,753
20210520032630,374,909,589,697,1179,1287,970,0,1613,860.5
20210520032630,374,909,589,697,1179,1287,970,0,1613,860.5
20210520032730,908,1069,-1,106,1392,1499,432,243,1772,940
20210520032730,908,1069,-1,106,1392,1499,432,243,1772,940
20210520032830,375,1283,589,697,1554,1661,970,0,1987,0
20210520032830,375,1283,589,697,1554,1661,970,0,1987,0
20210520032930,908,1443,-1,106,1766,1873,379,243.5,0,54
20210520032930,908,1443,-1,106,1766,1873,379,243.5,0,54
20210520033030,374,1656,536,643,1926,1998,969,0,216,135
20210520033030,374,1656,536,643,1926,1998,969,0,216,135
20210520033130,909,1818,-1,106,-1,52,379,243.5,378,243
20210520033130,909,1818,-1,106,-1,52,379,243.5,378,243
20210520033230,320,1978,536,643,160,267,968,500,540,324
20210520033230,320,1978,536,643,160,267,968,500,540,324
20210520033330,908,53,-1,53,323,430,379,243.5,756,405.5
20210520033330,908,53,-1,53,323,430,379,243.5,756,405.5
20210520033430,321,216,537,644,540,593,917,500,919,513.5
20210520033430,321,216,537,644,540,593,917,500,919,513.5
20210520033530,909,375,-1,51,698,805,377,242.5,1078,593
20210520033530,909,375,-1,51,698,805,377,242.5,1078,593
20210520033630,320,589,536,643,859,966,916,500,1292,700
20210520033630,320,589,536,643,859,966,916,500,1292,700
20210520033730,855,749,-1,52,1072,1179,324,216,1451,779.5
20210520033730,855,749,-1,52,1072,1179,324,216,1451,779.5
20210520033830,322,962,482,590,1232,1338,915,500,1665,859.5
20210520033830,322,962,482,590,1232,1338,915,500,1665,859.5
20210520033930,855,1123,-1,51,1446,1499,323,216,1825,966.5
20210520033930,855,1123,-1,51,1446,1499,323,216,1825,966.5
20210520034030,267,1283,483,590,1606,1713,916,485.5,1986,0
20210520034030,267,1283,483,590,1606,1713,916,485.5,1986,0
20210520034130,853,1497,-1,-2,1767,1874,324,215.5,53,80.5
20210520034130,853,1497,-1,-2,1767,1874,324,215.5,53,80.5
20210520034230,267,1657,483,590,1980,1998,863,485.5,216,162
20210520034230,267,1657,483,590,1980,1998,863,485.5,216,162
20210520034331,908,1925,-1,106,107,214,433,243.5,488,298
20210520034331,908,1925,-1,106,107,214,433,243.5,488,298
20210520034430,320,2000,482,536,162,269,862,485,595,351.5
20210520034430,320,2000,482,536,162,269,862,485,595,351.5
20210520034530,854,55,999,-2,378,485,270,189.5,758,432.5
20210520034530,854,55,999,-2,378,485,270,189.5,758,432.5
20210520034630,322,269,430,537,539,646,863,485.5,918,513
20210520034630,322,269,430,537,539,646,863,485.5,918,513
20210520034730,854,429,999,-2,752,806,271,189.5,1131,619.5
20210520034730,854,429,999,-2,752,806,271,189.5,1131,619.5
20210520034830,320,642,428,535,911,1018,861,484.5,1344,699
20210520034830,320,642,428,535,911,1018,861,484.5,1344,699
20210520034831,162,1615,324,431,1938,1992,704,406,161,107.5
20210520034831,162,1615,324,431,1938,1992,704,406,161,107.5
20210520034930,855,803,999,-2,1073,1180,270,189,1506,807
20210520034930,855,803,999,-2,1073,1180,270,189,1506,807
20210520035031,321,1069,536,643,1392,1499,915,500,1772,940
20210520035031,321,1069,536,643,1392,1499,915,500,1772,940
20210520035130,855,1176,962,-2,1445,1552,269,188.5,1879,966.5
20210520035130,855,1176,962,-2,1445,1552,269,188.5,1879,966.5
20210520035131,703,0,865,972,324,377,108,108,703,379
20210520035131,703,0,865,972,324,377,108,108,703,379
20210520035231,321,1443,536,590,1712,1819,914,500,0,54
20210520035231,321,1443,536,590,1712,1819,914,500,0,54
20210520035330,856,1604,-1,51,1926,1998,324,216,162,135
20210520035330,856,1604,-1,51,1926,1998,324,216,162,135
20210520035430,268,1711,430,483,1981,-2,809,458.5,269,161.5
20210520035430,268,1711,430,483,1981,-2,809,458.5,269,161.5
20210520035431,107,539,269,376,862,970,649,379,1243,648.5
20210520035431,107,539,269,376,862,970,649,379,1243,648.5
20210520035531,854,1976,-1,52,107,215,325,216.5,541,324.5
20210520035531,854,1976,-1,52,107,215,325,216.5,541,324.5
20210520035630,267,0,482,589,323,430,916,485,703,406
20210520035630,267,0,482,589,323,430,916,485,703,406
20210520035730,855,216,-1,-2,486,593,324,216,919,487
20210520035730,855,216,-1,-2,486,593,324,216,919,487
20210520035830,267,375,481,588,697,804,914,484.5,1077,592.5
20210520035830,267,375,481,588,697,804,914,484.5,1077,592.5
20210520035931,854,588,-1,51,858,965,324,216,1291,699.5
20210520035931,854,588,-1,51,858,965,324,216,1291,699.5
20210520040030,266,748,481,588,1071,1125,861,484.5,1451,779
20210520040030,266,748,481,588,1071,1125,861,484.5,1451,779
20210520040130,855,963,999,-2,1233,1340,323,215.5,1665,860
20210520040130,855,963,999,-2,1233,1340,323,215.5,1665,860
20210520040230,267,1123,482,589,1447,1500,862,485,1826,967
20210520040230,267,1123,482,589,1447,1500,862,485,1826,967
20210520040330,856,1283,999,-2,1607,1713,323,216,1987,0
20210520040330,856,1283,999,-2,1607,1713,323,216,1987,0
20210520040430,268,1497,483,537,1767,1874,863,485.5,54,81
