Timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
20210519121932,162,270,539,754,861,1076,216,216,1671,916.5
20210519122030,535,162,695,802,429,537,0,54,861,458
20210519122031,377,1131,592,698,1453,1560,969,0,1830,969
20210519122130,0,323,160,267,645,698,539,323.5,1024,565.5
Timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
20210519122432,855,1285,107,321,1930,-2,915,0,538,377
20210519122530,54,1176,270,377,1499,1607,649,378.5,1880,994
20210519122531,0,53,160,213,323,430,540,323.5,755,405
Timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
20210519122532,379,1609,756,972,52,213,432,323.5,810,513
20210519122630,587,1335,749,856,1605,1712,54,81,2000,0
20210519122630,587,1335,749,856,1605,1712,54,81,2000,0
20210519122631,433,162,648,755,485,539,1000,0,865,486
20210519122631,433,162,648,755,485,539,1000,0,865,486
20210519122730,0,1497,214,322,1766,1873,594,351,54,81
20210519122730,0,1497,214,322,1766,1873,594,351,54,81
20210519122830,535,1656,750,857,1979,-2,54,54.5,217,162.5
20210519122830,535,1656,750,857,1979,-2,54,54.5,217,162.5
20210519122930,0,1870,215,268,-1,106,594,351,431,270
20210519122930,0,1870,215,268,-1,106,594,351,431,270
20210519123030,534,2000,749,856,215,323,0,54,596,352
20210519123030,534,2000,749,856,215,323,0,54,596,352
20210519123031,432,919,594,700,1189,1296,1000,0,1622,838
20210519123031,432,919,594,700,1189,1296,1000,0,1622,838
20210519123130,0,54,161,268,377,484,594,324.5,757,432.5
20210519123130,0,54,161,268,377,484,594,324.5,757,432.5
20210519123131,973,1081,53,160,1351,1458,433,270.5,1784,946
20210519123131,973,1081,53,160,1351,1458,433,270.5,1784,946
20210519123230,534,322,696,804,592,699,0,54,1024,539.5
20210519123230,534,322,696,804,592,699,0,54,1024,539.5
20210519123231,379,1295,594,700,1618,1724,973,0,1997,0
20210519123231,379,1295,594,700,1618,1724,973,0,1997,0
20210519123330,0,483,160,213,752,859,539,323.5,1185,646.5
20210519123330,0,483,160,213,752,859,539,323.5,1185,646.5
20210519123430,480,643,696,802,965,1019,0,27,1346,727
20210519123430,480,643,696,802,965,1019,0,27,1346,727
20210519123431,378,1670,539,646,1939,1998,972,0,217,136
20210519123431,378,1670,539,646,1939,1998,972,0,217,136
20210519123530,1000,803,107,214,1126,1233,487,297.5,1506,807
20210519123530,1000,803,107,214,1126,1233,487,297.5,1506,807
20210519123531,918,1829,-1,52,-1,52,378,243,378,216
20210519123531,918,1829,-1,52,-1,52,378,243,378,216
20210519123630,429,964,644,751,1286,1393,1000,0,1666,887
20210519123630,429,964,644,751,1286,1393,1000,0,1666,887
20210519123631,324,1990,539,593,107,214,919,500,539,324
20210519123631,324,1990,539,593,107,214,919,500,539,324
20210519123731,0,1229,161,268,1551,1658,540,324,1931,1000
20210519123731,0,1229,161,268,1551,1658,540,324,1931,1000
20210519123830,482,1336,643,697,1606,1713,1000,0,2000,0
20210519123830,482,1336,643,697,1606,1713,1000,0,2000,0
20210519123831,271,162,486,593,485,592,865,486.5,864,486
20210519123831,271,162,486,593,485,592,865,486.5,864,486
20210519123930,1000,1497,52,159,1767,1874,432,270,54,81
20210519123930,1000,1497,52,159,1767,1874,432,270,54,81
20210519123931,864,325,999,-2,648,755,324,189,1028,568
20210519123931,864,325,999,-2,648,755,324,189,1028,568
20210519124030,427,1657,589,696,1980,1998,969,0,215,161.5
20210519124030,427,1657,589,696,1980,1998,969,0,215,161.5
20210519124031,269,539,431,538,809,916,863,485.5,1188,648
20210519124031,269,539,431,538,809,916,863,485.5,1188,648
20210519124131,1000,1924,107,214,107,215,487,297.5,487,297.5
20210519124131,1000,1924,107,214,107,215,487,297.5,487,297.5
20210519124230,429,2000,591,644,161,268,970,0,594,351.5
20210519124230,429,2000,591,644,161,268,970,0,594,351.5
20210519124231,215,865,431,538,1188,1295,811,459.5,1568,838
20210519124231,215,865,431,538,1188,1295,811,459.5,1568,838
20210519124331,1000,161,107,215,431,539,488,297.5,864,486
20210519124331,1000,161,107,215,431,539,488,297.5,864,486
20210519124431,428,322,643,750,645,752,1000,0,1024,566
20210519124431,428,322,643,750,645,752,1000,0,1024,566
20210519124530,962,429,-1,53,699,806,379,243,1132,620
20210519124530,962,429,-1,53,699,806,379,243,1132,620
20210519124531,757,1403,973,-2,1726,1833,215,161.5,0,27
20210519124531,757,1403,973,-2,1726,1833,215,161.5,0,27
20210519124631,428,697,643,696,966,1073,1000,0,1399,754
20210519124631,428,697,643,696,966,1073,1000,0,1399,754
20210519124731,962,856,53,160,1179,1232,432,269.5,1557,832.5
20210519124731,962,856,53,160,1179,1232,432,269.5,1557,832.5
20210519124830,374,963,482,589,1232,1339,914,500,1666,860
20210519124830,374,963,482,589,1232,1339,914,500,1666,860
20210519124831,163,1937,378,484,107,214,757,432.5,487,297.5
20210519124831,163,1937,378,484,107,214,757,432.5,487,297.5
20210519124931,962,1230,52,106,1500,1607,432,270,1933,1000
20210519124931,962,1230,52,106,1500,1607,432,270,1933,1000
20210519125031,374,1390,589,696,1660,1767,968,0,0,26.5
20210519125031,374,1390,589,696,1660,1767,968,0,0,26.5
20210519125130,908,1549,-1,106,1872,1979,432,243.5,108,108
20210519125130,908,1549,-1,106,1872,1979,432,243.5,108,108
20210519125231,374,1765,589,643,1999,-2,969,0,324,216
20210519125231,374,1765,589,643,1999,-2,969,0,324,216
20210519125330,908,1924,-1,106,107,160,378,243,486,296.5
20210519125330,908,1924,-1,106,107,160,378,243,486,296.5
20210519125430,374,0,536,643,270,377,969,0,650,378.5
20210519125430,374,0,536,643,270,377,969,0,650,378.5
20210519125530,908,162,-1,105,431,538,378,243,864,486
20210519125530,908,162,-1,105,431,538,378,243,864,486
20210519125630,321,322,536,643,644,751,968,500,1024,566
20210519125630,321,322,536,643,644,751,968,500,1024,566
20210519125730,909,535,-1,51,805,912,377,242.5,1238,646
20210519125730,909,535,-1,51,805,912,377,242.5,1238,646
20210519125731,755,1508,970,-2,1831,1938,216,162,54,81
20210519125731,755,1508,970,-2,1831,1938,216,162,54,81
20210519125830,322,697,537,590,966,1073,916,500,1399,727
20210519125830,322,697,537,590,966,1073,916,500,1399,727
20210519125831,163,1670,378,485,1992,-2,757,432.5,216,162
20210519125831,163,1670,378,485,1992,-2,757,432.5,216,162
20210519125930,855,856,-1,-2,1126,1233,324,216,1558,833.5
20210519125930,855,856,-1,-2,1126,1233,324,216,1558,833.5
20210519130030,267,1016,482,589,1339,1446,861,485,1718,913
20210519130030,267,1016,482,589,1339,1446,861,485,1718,913
20210519130130,854,1230,999,-2,1500,1607,323,215.5,1933,993.5
20210519130130,854,1230,999,-2,1500,1607,323,215.5,1933,993.5
20210519130131,702,53,917,998,376,429,162,135,755,431.5
20210519130131,702,53,917,998,376,429,162,135,755,431.5
20210519130230,268,1391,429,537,1660,1767,862,485,0,0
20210519130230,268,1391,429,537,1660,1767,862,485,0,0
20210519130231,108,216,323,430,538,646,702,405,918,513
20210519130231,108,216,323,430,538,646,702,405,918,513
20210519130330,802,1550,999,-2,1820,1927,270,189,108,108
20210519130330,802,1550,999,-2,1820,1927,270,189,108,108
20210519130430,213,1710,428,535,1999,-2,861,458,271,189.5
20210519130430,213,1710,428,535,1999,-2,861,458,271,189.5
20210519130431,108,595,322,430,865,971,702,405,1297,702.5
20210519130431,108,595,322,430,865,971,702,405,1297,702.5
20210519130530,802,1872,964,-2,53,160,270,189,432,270
20210519130530,802,1872,964,-2,53,160,270,189,432,270
20210519130531,648,756,863,970,1079,1133,108,107.5,1458,783
20210519130531,648,756,863,970,1079,1133,108,107.5,1458,783
20210519130630,215,0,376,483,215,322,809,458.5,648,351
20210519130630,215,0,376,483,215,322,809,458.5,648,351
20210519130631,54,918,269,376,1241,1348,648,378,1620,864
20210519130631,54,918,269,376,1241,1348,648,378,1620,864
20210519130730,747,109,963,-2,379,486,216,162,812,460
20210519130730,747,109,963,-2,379,486,216,162,812,460
20210519130830,160,269,376,483,591,646,755,431.5,971,539.5
20210519130830,160,269,376,483,591,646,755,431.5,971,539.5
20210519130831,55,1296,216,324,1566,1672,649,378.5,1998,1000
20210519130831,55,1296,216,324,1566,1672,649,378.5,1998,1000
20210519130930,695,429,910,998,752,858,162,135,1131,619.5
20210519130930,695,429,910,998,752,858,162,135,1131,619.5
20210519130931,594,1455,810,863,1726,1832,53,80.5,0,27.5
20210519130931,594,1455,810,863,1726,1832,53,80.5,0,27.5
20210519131030,160,589,322,429,912,1019,702,405,1291,699.5
20210519131030,160,589,322,429,912,1019,702,405,1291,699.5
20210519131031,0,1615,216,269,1886,1993,596,351.5,161,134.5
20210519131031,0,1615,216,269,1886,1993,596,351.5,161,134.5
20210519131131,748,856,963,-2,1179,1286,270,162,1558,833
20210519131131,748,856,963,-2,1179,1286,270,162,1558,833
20210519131230,161,962,322,376,1231,1338,701,404.5,1664,886
20210519131230,161,962,322,376,1231,1338,701,404.5,1664,886
20210519131232,53,2000,268,375,215,322,648,378,595,351.5
20210519131232,53,2000,268,375,215,322,648,378,595,351.5
20210519131330,694,1123,856,963,1393,1500,108,108,1826,967
20210519131330,694,1123,856,963,1393,1500,108,108,1826,967
20210519131331,540,0,701,808,268,375,0,54,647,378
20210519131331,540,0,701,808,268,375,0,54,647,378
20210519131431,160,1390,375,482,1713,1767,755,431.5,0,27
20210519131431,160,1390,375,482,1713,1767,755,431.5,0,27
20210519131530,696,1498,804,911,1768,1874,108,108,53,54
20210519131530,696,1498,804,911,1768,1874,108,108,53,54
20210519131531,487,324,702,808,647,700,0,26.5,1026,567
20210519131531,487,324,702,808,647,700,0,26.5,1026,567
20210519131630,107,1658,268,322,1927,1998,648,378,215,162
20210519131630,107,1658,268,322,1927,1998,648,378,215,162
20210519131631,0,487,107,214,810,917,486,297.5,1190,648.5
20210519131631,0,487,107,214,810,917,486,297.5,1190,648.5
20210519131731,695,1924,910,998,54,161,161,134.5,487,297.5
20210519131731,695,1924,910,998,54,161,161,134.5,487,297.5
20210519131831,108,0,323,429,268,375,702,405,648,378
20210519131831,108,0,323,429,268,375,702,405,648,378
20210519131930,641,55,749,856,324,431,53,80.5,757,405.5
20210519131930,641,55,749,856,324,431,53,80.5,757,405.5
20210519131931,432,1028,647,754,1351,1458,1000,0,1730,919
20210519131931,432,1028,647,754,1351,1458,1000,0,1730,919
20210519132030,55,269,216,269,538,645,595,351.5,971,539.5
20210519132030,55,269,216,269,538,645,595,351.5,971,539.5
20210519132032,0,1348,160,267,1671,1778,540,324,2000,0
20210519132032,0,1348,160,267,1671,1778,540,324,2000,0
20210519132131,641,535,856,963,805,912,108,108,1238,673
20210519132131,641,535,856,963,805,912,108,108,1238,673
20210519132230,54,642,162,269,911,1019,596,351.5,1292,699.5
20210519132230,54,642,162,269,911,1019,596,351.5,1292,699.5
20210519132231,975,1615,52,159,1938,1991,432,270,162,134.5
20210519132231,975,1615,52,159,1938,1991,432,270,162,134.5
20210519132330,641,910,802,909,1180,1287,108,108,1560,834
20210519132330,641,910,802,909,1180,1287,108,108,1560,834
20210519132431,54,1070,269,376,1339,1446,649,378.5,1773,940.5
20210519132431,54,1070,269,376,1339,1446,649,378.5,1773,940.5
20210519132530,586,1229,801,908,1552,1606,54,81,1932,1000
20210519132530,586,1229,801,908,1552,1606,54,81,1932,1000
20210519132630,53,1442,215,322,1712,1819,648,378,0,27.5
20210519132630,53,1442,215,322,1712,1819,648,378,0,27.5
20210519132730,588,1604,803,910,1927,1998,55,81.5,161,134.5
20210519132730,588,1604,803,910,1927,1998,55,81.5,161,134.5
20210519132830,54,1818,216,323,-1,52,648,378.5,325,216.5
20210519132830,54,1818,216,323,-1,52,648,378.5,325,216.5
20210519132930,534,1924,750,857,106,213,53,54,486,297
20210519132930,534,1924,750,857,106,213,53,54,486,297
20210519133030,0,0,216,269,270,377,595,351.5,703,406
20210519133030,0,0,216,269,270,377,595,351.5,703,406
20210519133130,534,161,749,856,484,591,53,53.5,864,485.5
20210519133130,534,161,749,856,484,591,53,53.5,864,485.5
20210519133230,0,375,214,321,645,752,594,351,1078,593
20210519133230,0,375,214,321,645,752,594,351,1078,593
20210519133330,588,536,750,857,859,966,53,54,1239,673.5
20210519133330,588,536,750,857,859,966,53,54,1239,673.5
20210519133430,0,750,216,323,1019,1127,596,352,1452,780
20210519133430,0,750,216,323,1019,1127,596,352,1452,780
20210519133530,588,910,750,857,1233,1340,54,81.5,1613,860.5
20210519133530,588,910,750,857,1233,1340,54,81.5,1613,860.5
20210519133531,433,1937,648,755,54,161,1000,0,486,297
20210519133531,433,1937,648,755,54,161,1000,0,486,297
20210519133630,0,1123,215,322,1393,1500,594,351,1825,966.5
20210519133630,0,1123,215,322,1393,1500,594,351,1825,966.5
20210519133730,533,1282,748,855,1605,1712,54,54,1985,0
20210519133730,533,1282,748,855,1605,1712,54,54,1985,0
20210519133830,0,1497,216,323,1820,1874,596,352,54,81
20210519133830,0,1497,216,323,1820,1874,596,352,54,81
20210519133930,588,1710,750,857,1980,-2,53,80.5,216,162
20210519133930,588,1710,750,857,1980,-2,53,80.5,216,162
20210519133931,432,540,647,754,863,916,1000,0,1241,674.5
20210519133931,432,540,647,754,863,916,1000,0,1241,674.5
20210519134030,0,1870,215,322,53,106,595,351.5,432,270
20210519134030,0,1870,215,322,53,106,595,351.5,432,270
20210519134130,588,0,750,858,215,322,53,80.5,648,351
20210519134130,588,0,750,858,215,322,53,80.5,648,351
20210519134131,432,919,646,753,1241,1348,1000,0,1621,864.5
20210519134131,432,919,646,753,1241,1348,1000,0,1621,864.5
20210519134230,0,108,215,322,431,485,595,351.5,811,459.5
20210519134230,0,108,215,322,431,485,595,351.5,811,459.5
20210519134231,1000,1081,52,159,1404,1511,485,296.5,1783,946
20210519134231,1000,1081,52,159,1404,1511,485,296.5,1783,946
20210519134330,535,269,750,857,592,699,53,54,972,539.5
20210519134330,535,269,750,857,592,699,53,54,972,539.5
20210519134331,431,1295,646,700,1565,1672,1000,0,1997,0
20210519134331,431,1295,646,700,1565,1672,1000,0,1997,0
20210519134430,55,483,162,270,753,860,596,352,1186,620.5
20210519134430,55,483,162,270,753,860,596,352,1186,620.5
20210519134431,975,1457,53,160,1781,1834,433,270.5,0,54
20210519134431,975,1457,53,160,1781,1834,433,270.5,0,54
20210519134530,588,642,750,857,912,1019,0,54,1345,726.5
20210519134530,588,642,750,857,912,1019,0,54,1345,726.5
20210519134531,433,1616,595,702,1939,1998,1000,0,163,136
20210519134531,433,1616,595,702,1939,1998,1000,0,163,136
20210519134631,54,910,269,375,1232,1340,648,378.5,1613,860.5
20210519134631,54,910,269,375,1232,1340,648,378.5,1613,860.5
20210519134730,588,1016,750,857,1286,1393,0,54,1719,913.5
20210519134730,588,1016,750,857,1286,1393,0,54,1719,913.5
20210519134731,432,1990,595,702,160,268,1000,0,540,324
20210519134731,432,1990,595,702,160,268,1000,0,540,324
20210519134831,54,1283,269,376,1606,1713,649,378.5,1986,0
20210519134831,54,1283,269,376,1606,1713,649,378.5,1986,0
20210519134930,588,1390,749,856,1660,1766,0,54,0,26.5
20210519134930,588,1390,749,856,1660,1766,0,54,0,26.5
20210519134932,486,323,701,808,645,752,0,26.5,1025,566.5
20210519134932,486,323,701,808,645,752,0,26.5,1025,566.5
20210519135031,54,1658,268,375,1980,-2,648,378,216,162
20210519135031,54,1658,268,375,1980,-2,648,378,216,162
20210519135130,588,1764,749,856,1999,-2,0,54,324,216
20210519135130,588,1764,749,856,1999,-2,0,54,324,216
20210519135131,432,595,594,701,918,1025,1000,0,1298,703
20210519135131,432,595,594,701,918,1025,1000,0,1298,703
20210519135231,0,1976,215,322,161,215,595,351.5,541,324.5
20210519135231,0,1976,215,322,161,215,595,351.5,541,324.5
20210519135330,535,0,749,856,323,430,53,54,703,405.5
20210519135330,535,0,749,856,323,430,53,54,703,405.5
20210519135431,0,216,215,322,485,591,594,351,917,512.5
20210519135431,0,216,215,322,485,591,594,351,917,512.5
20210519135530,431,270,594,702,542,650,1000,0,976,515.5
20210519135530,431,270,594,702,542,650,1000,0,976,515.5
20210519135531,272,1248,487,594,1571,1624,867,487.5,1951,0
20210519135531,272,1248,487,594,1571,1624,867,487.5,1951,0
20210519135630,1000,536,107,214,859,966,540,297,1239,673.5
20210519135630,1000,536,107,214,859,966,540,297,1239,673.5
20210519135731,481,749,696,803,1019,1125,0,27,1451,779.5
20210519135731,481,749,696,803,1019,1125,0,27,1451,779.5
20210519135830,1000,909,107,214,1232,1339,487,297.5,1612,860
20210519135830,1000,909,107,214,1232,1339,487,297.5,1612,860
20210519135930,481,1068,642,749,1391,1498,0,26.5,1771,939
20210519135930,481,1068,642,749,1391,1498,0,26.5,1771,939
20210519140030,1000,1284,107,214,1607,1661,486,297,1986,0
20210519140030,1000,1284,107,214,1607,1661,486,297,1986,0
20210519140130,481,1443,642,749,1766,1873,0,0,0,54
20210519140130,481,1443,642,749,1766,1873,0,0,0,54
20210519140230,1000,1657,107,161,1927,1998,486,297,215,161.5
20210519140230,1000,1657,107,161,1927,1998,486,297,215,161.5
20210519140330,427,1816,642,749,-1,106,1000,0,379,243.5
20210519140330,427,1816,642,749,-1,106,1000,0,379,243.5
20210519140430,1000,1977,53,160,161,268,486,297,540,324
20210519140430,1000,1977,53,160,161,268,486,297,540,324
20210519140530,428,54,643,750,323,430,1000,0,756,432
20210519140530,428,54,643,750,323,430,1000,0,756,432
20210519140630,960,216,53,160,539,646,432,270.5,919,513
20210519140630,960,216,53,160,539,646,432,270.5,919,513
20210519140730,427,430,589,696,699,806,1000,0,1132,593
20210519140730,427,430,589,696,699,806,1000,0,1132,593
20210519140731,271,1402,485,592,1725,1779,865,486.5,0,27
20210519140731,271,1402,485,592,1725,1779,865,486.5,0,27
20210519140830,961,588,-1,106,858,965,432,270,1291,672.5
20210519140830,961,588,-1,106,858,965,432,270,1291,672.5
20210519140831,810,1561,999,-2,1884,1991,271,189.5,108,107.5
20210519140831,810,1561,999,-2,1884,1991,271,189.5,108,107.5
20210519140930,374,749,589,643,1019,1126,969,0,1452,753
20210519140930,374,749,589,643,1019,1126,969,0,1452,753
20210519140931,217,1722,431,538,1999,-2,810,459.5,271,189.5
20210519140931,217,1722,431,538,1999,-2,810,459.5,271,189.5
20210519141030,909,910,-1,107,1180,1288,379,243.5,1613,860.5
20210519141030,909,910,-1,107,1180,1288,379,243.5,1613,860.5
20210519141130,321,1071,537,644,1394,1501,916,500,1774,941
20210519141130,321,1071,537,644,1394,1501,916,500,1774,941
20210519141131,215,0,430,484,215,322,810,459,648,351
20210519141131,215,0,430,484,215,322,810,459,648,351
20210519141230,854,1231,-1,52,1553,1660,378,216,1933,1000
20210519141230,854,1231,-1,52,1553,1660,378,216,1933,1000
20210519141231,756,108,971,998,377,484,216,162,810,459
20210519141231,756,108,971,998,377,484,216,162,810,459
20210519141330,267,1390,482,589,1712,1819,915,485,0,27
20210519141330,267,1390,482,589,1712,1819,915,485,0,27
20210519141331,162,270,376,483,539,646,756,432,972,540
20210519141331,162,270,376,483,539,646,756,432,972,540
20210519141430,801,1551,999,-2,1874,1981,325,189.5,108,108
20210519141430,801,1551,999,-2,1874,1981,325,189.5,108,108
20210519141431,704,433,919,998,703,810,162,135,1136,621.5
20210519141431,704,433,919,998,703,810,162,135,1136,621.5
20210519141530,267,1764,429,536,1999,-2,861,484.5,270,189
20210519141530,267,1764,429,536,1999,-2,861,484.5,270,189
20210519141531,109,595,324,431,918,972,704,405.5,1297,702.5
20210519141531,109,595,324,431,918,972,704,405.5,1297,702.5
20210519141630,802,1925,999,-2,52,159,269,188.5,485,296.5
20210519141630,802,1925,999,-2,52,159,269,188.5,485,296.5
20210519141730,268,0,429,536,268,322,809,458.5,648,378
20210519141730,268,0,429,536,268,322,809,458.5,648,378
20210519141731,108,919,270,377,1241,1348,702,405,1621,864.5
20210519141731,108,919,270,377,1241,1348,702,405,1621,864.5
20210519141830,802,108,963,-2,431,538,270,162,811,459.5
20210519141830,802,108,963,-2,431,538,270,162,811,459.5
20210519141831,648,1135,864,918,1406,1513,108,108,1839,973.5
20210519141831,648,1135,864,918,1406,1513,108,108,1839,973.5
20210519141931,268,430,482,589,752,859,915,485,1132,620
20210519141931,268,430,482,589,752,859,915,485,1132,620
20210519142030,802,535,963,998,805,912,216,162,1238,673.5
20210519142030,802,535,963,998,805,912,216,162,1238,673.5
20210519142032,702,1616,916,998,1937,1998,162,135,162,135
20210519142130,215,697,376,484,968,1075,757,432.5,1401,754.5
20210519142130,215,697,376,484,968,1075,757,432.5,1401,754.5
20210519142231,801,963,999,-2,1286,1340,271,189.5,1666,887
20210519142231,801,963,999,-2,1286,1340,271,189.5,1666,887
20210519142330,161,1015,323,430,1285,1393,703,405,1718,913
20210519142330,161,1015,323,430,1285,1393,703,405,1718,913
20210519142331,0,1989,162,269,161,268,595,324.5,540,324
20210519142331,0,1989,162,269,161,268,595,324.5,540,324
20210519142431,748,1282,962,-2,1605,1658,216,162,1985,0
20210519142431,748,1282,962,-2,1605,1658,216,162,1985,0
20210519142530,108,1337,270,323,1608,1715,650,379,2000,0
20210519142530,108,1337,270,323,1608,1715,650,379,2000,0
20210519142531,1000,163,107,214,486,594,487,297.5,866,487
20210519142531,1000,163,107,214,486,594,487,297.5,866,487
20210519142630,641,1497,803,856,1767,1874,53,80.5,53,80.5
20210519142630,641,1497,803,856,1767,1874,53,80.5,53,80.5
20210519142632,539,431,753,860,753,807,0,54,1133,620.5
20210519142632,539,431,753,860,753,807,0,54,1133,620.5
20210519142730,54,1656,215,269,1926,1998,595,351.5,215,161.5
20210519142730,54,1656,215,269,1926,1998,595,351.5,215,161.5
20210519142732,0,593,160,267,916,1023,540,324,1296,702
20210519142732,0,593,160,267,916,1023,540,324,1296,702
20210519142831,641,1925,856,910,53,159,108,108,485,296.5
20210519142831,641,1925,856,910,53,159,108,108,485,296.5
20210519142930,54,0,269,376,268,376,649,379,649,378
20210519142930,54,0,269,376,268,376,649,379,649,378
20210519143030,641,108,803,910,431,537,108,108,810,459
20210519143030,641,108,803,910,431,537,108,108,810,459
20210519143131,55,323,270,377,593,700,650,379,1026,567
20210519143131,55,323,270,377,593,700,650,379,1026,567
20210519143230,588,482,803,910,805,912,54,81,1184,646
20210519143230,588,482,803,910,805,912,54,81,1184,646
20210519143331,54,695,269,323,965,1072,649,378.5,1397,753
20210519143331,54,695,269,323,965,1072,649,378.5,1397,753
20210519143430,588,856,803,910,1179,1232,53,80.5,1558,833
20210519143430,588,856,803,910,1179,1232,53,80.5,1558,833
20210519143530,54,1015,216,323,1338,1445,648,378.5,1718,913.5
20210519143530,54,1015,216,323,1338,1445,648,378.5,1718,913.5
20210519143630,588,1229,802,909,1499,1606,54,81,1932,1000
20210519143630,588,1229,802,909,1499,1606,54,81,1932,1000
20210519143730,0,1391,216,323,1714,1821,595,351.5,0,26.5
20210519143730,0,1391,216,323,1714,1821,595,351.5,0,26.5
20210519143830,588,1603,749,856,1872,1979,53,80.5,161,108
20210519143830,588,1603,749,856,1872,1979,53,80.5,161,108
20210519143930,0,1763,214,321,-1,-2,594,351,324,215.5
20210519143930,0,1763,214,321,-1,-2,594,351,324,215.5
20210519144030,534,1923,749,856,107,214,0,53.5,486,297
20210519144030,534,1923,749,856,107,214,0,53.5,486,297
20210519144130,0,0,215,269,270,377,594,351,702,378.5
20210519144130,0,0,215,269,270,377,594,351,702,378.5
20210519144131,973,974,53,160,1297,1404,432,270,1676,892
20210519144131,973,974,53,160,1297,1404,432,270,1676,892
20210519144230,533,162,749,855,485,538,0,54,864,486
20210519144230,533,162,749,855,485,538,0,54,864,486
20210519144330,0,322,161,268,645,752,594,351,1024,566.5
20210519144330,0,322,161,268,645,752,594,351,1024,566.5
20210519144331,973,1349,52,159,1672,1726,432,270,2000,0
20210519144331,973,1349,52,159,1672,1726,432,270,2000,0
20210519144430,535,536,697,804,805,912,0,54,1238,646.5
20210519144430,535,536,697,804,805,912,0,54,1238,646.5
20210519144431,379,1510,595,701,1832,1939,974,0,53,80.5
20210519144431,379,1510,595,701,1832,1939,974,0,53,80.5
20210519144530,0,695,160,267,965,1072,540,324,1397,752.5
20210519144530,0,695,160,267,965,1072,540,324,1397,752.5
20210519144630,480,856,696,803,1179,1286,0,26.5,1558,833
20210519144630,480,856,696,803,1179,1286,0,26.5,1558,833
20210519144631,377,1882,592,644,-1,106,969,0,432,243
20210519144730,0,1016,107,214,1339,1446,540,297.5,1719,913.5
20210519144730,0,1016,107,214,1339,1446,540,297.5,1719,913.5
20210519144731,919,2000,-1,107,162,269,379,243.5,595,351.5
20210519144731,919,2000,-1,107,162,269,379,243.5,595,351.5
20210519144830,480,1177,642,749,1500,1607,0,27,1879,993.5
20210519144830,480,1177,642,749,1500,1607,0,27,1879,993.5
20210519144831,325,53,539,646,376,430,920,500,757,432.5
20210519144831,325,53,539,646,376,430,920,500,757,432.5
20210519144930,1000,1391,53,161,1661,1768,486,297,0,0
20210519144930,1000,1391,53,161,1661,1768,486,297,0,0
20210519144931,866,216,-1,52,539,647,325,216.5,919,513.5
20210519144931,866,216,-1,52,539,647,325,216.5,919,513.5
20210519145030,427,1551,643,750,1820,1928,1000,0,107,107.5
20210519145030,427,1551,643,750,1820,1928,1000,0,107,107.5
20210519145130,1000,1709,52,159,1999,-2,486,270,272,190
20210519145130,1000,1709,52,159,1999,-2,486,270,272,190
20210519145131,865,596,-1,-2,866,973,324,216,1299,703.5
20210519145131,865,596,-1,-2,866,973,324,216,1299,703.5
20210519145231,480,1978,695,802,160,267,0,27.5,540,324
20210519145231,480,1978,695,802,160,267,0,27.5,540,324
20210519145330,1000,0,53,160,216,323,433,270.5,649,378.5
20210519145330,1000,0,53,160,216,323,433,270.5,649,378.5
20210519145332,919,1026,-1,106,1349,1456,379,243,1728,918
20210519145332,919,1026,-1,106,1349,1456,379,243,1728,918
20210519145430,427,109,589,696,432,486,969,0,811,459.5
20210519145430,427,109,589,696,432,486,969,0,811,459.5
20210519145432,323,1189,538,645,1512,1619,971,500,1891,999.5
20210519145432,323,1189,538,645,1512,1619,971,500,1891,999.5
20210519145531,1000,376,107,214,699,807,487,298,1080,593.5
20210519145531,1000,376,107,214,699,807,487,298,1080,593.5
20210519145630,428,483,536,643,752,859,969,0,1185,619.5
20210519145630,428,483,536,643,752,859,969,0,1185,619.5
20210519145631,216,1456,431,538,1779,1833,811,459.5,0,54
20210519145631,216,1456,431,538,1779,1833,811,459.5,0,54
20210519145730,963,643,-1,52,913,1020,378,243,1346,727.5
20210519145730,963,643,-1,52,913,1020,378,243,1346,727.5
20210519145732,865,1725,-1,52,1999,-2,323,215.5,269,188.5
20210519145831,428,909,643,750,1178,1286,1000,0,1611,859.5
20210519145831,428,909,643,750,1178,1286,1000,0,1611,859.5
20210519145930,961,1069,52,159,1392,1499,485,270,1772,940
20210519145930,961,1069,52,159,1392,1499,485,270,1772,940
20210519150030,375,1177,537,590,1447,1554,916,500,1880,994
20210519150030,375,1177,537,590,1447,1554,916,500,1880,994
20210519150032,270,107,484,591,430,484,864,486,810,459
20210519150032,270,107,484,591,430,484,864,486,810,459
20210519150131,963,1443,52,106,1713,1820,432,270,0,54
20210519150131,963,1443,52,106,1713,1820,432,270,0,54
20210519150231,375,1604,590,697,1927,1980,969,0,161,134.5
20210519150231,375,1604,590,697,1927,1980,969,0,161,134.5
20210519150330,908,1709,999,-2,1979,-2,323,215.5,269,162
20210519150330,908,1709,999,-2,1979,-2,323,215.5,269,162
20210519150331,702,541,918,998,864,971,162,135,1243,675.5
20210519150331,702,541,918,998,864,971,162,135,1243,675.5
20210519150431,374,1978,589,643,107,214,969,0,540,324
20210519150431,374,1978,589,643,107,214,969,0,540,324
20210519150530,909,0,-1,106,323,377,379,243.5,703,405
